CaseNumber,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,PRSM,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Loan.Type,Loan.Size.Class,FICO,Years.In.Business,Num.of.Credit.Lines,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,State,ISO.Name
330611193,17604,42200,53805,0.6544,12.5,8830.34,27733.96,27733.75,O,S4,595,35,30,21,1,9,LLC,1,2,52,Building Materials and Hardware,35353,485400,49567,NY,Credit Divas
163111483,14698,24000,29760,0.9878,12.5,3552,16219.52,17708.3077,O,S3,533,13,21,10,1,2,S-Corp,0,0,75,Auto Repair Services and Parking,19110,163500,58833,PA,Credit Divas
156219346,28380,50000,59500,0.9539,8.5,6900,60554.86,60554.6667,O,S4,651,1,24,19,0,1,LLC,2,0,72,Personal Services,18435,175200,64084,MN,Credit Divas
118417497,7474,12600,14994,0.9969,12.5,1738.8,9866,9866.01531,O,S2,499,21,49,26,1,7,S-Corp,3,0,56,Apparel and Accessory Stores,14864,86900,39952,PA,Credit Divas
426512591,1981,3000,3540,1.1192,10,244.8,4208.62,4208.8,O,S1,522,8,15,6,8,6,S-Corp,0,0,72,Personal Services,54453,235000,93150,GA,Loan Masters
405611589,8093,21800,25942,0.6239,12.5,3008.4,20108.28,20108,O,S3,649,8,5,1,0,0,S-Corp,0,0,58,Eating and Drinking Places,47188,68900,34202,TN,Credit Divas
20114073,5571,9600,11424,0.9753,12.5,1059.84,12767.3,15523.5,R,S2,509,62,12,3,1,5,LLC,1,0,51,Wholesale Trade-Nondurable Goods,1732,92300,45125,NY,Credit Divas
320911944,55919,136000,159800,0.6999,12.5,11016,122561.72,138884.167,O,S4,577,8,28,11,10,4,LLC,5,0,53,General Merchandise Stores,34045,199400,44741,FL,Loan Masters
66411276,9099,37000,44030,0.4133,10,5106,42524.32,42524.6667,O,S3,486,3,31,13,15,4,LLC,1,0,53,General Merchandise Stores,8316,124000,47736,CT,Credit Divas
114115518,9743,27200,32368,0.6020,12.5,3753.6,21572.86,21573,O,S3,563,4,35,24,1,12,LLC,0,0,57,Home Furniture and Furnishings Stores,14461,125800,57763,NY,Credit Divas
446912377,13366,25000,29375,0.9100,12.5,2700,19293.38,19293,O,S3,637,22,24,18,1,2,LLC,7,0,54,Food Stores,65469,79800,25557,FL,Loan Masters
418616121,23286,35000,42350,1.0997,12.5,2444.76,22416.62,22416.62,O,S3,664,15,56,27,0,0,LLC,1,0,51,Wholesale Trade-Nondurable Goods,51448,124400,60494,NY,Loan Masters
210415177,6456,11400,13566,0.9518,12.5,1258.56,30060,24128.4,R,S2,645,10,41,19,0,0,LLC,6,0,59,Miscellaneous Retail Stores,23614,159500,57182,RI,Credit Divas
57618995,23825,30000,35700,1.3347,7.5,4140,41060.88,41060.6667,O,S3,608,10,31,15,1,9,S-Corp,1,0,47,Transportation Services,7252,166700,64699,NY,Credit Divas
139117013,21871,44600,53074,0.8242,12.5,3692.88,40187.82,43800,O,S4,651,13,16,9,1,3,LLC,1,13,72,Personal Services,17049,35600,19819,IN,Loan Masters
330515805,5377,12400,14570,0.7381,12.5,334.8,15240,17666,R,S2,498,6,21,9,7,6,S-Corp,0,1,56,Apparel and Accessory Stores,35353,485400,49567,NY,Loan Masters
256013404,4161,9000,10575,0.7870,12.5,972,8180.78,7491.17797,O,S2,621,2,7,3,0,1,LLC,1,0,99,Other,27647,180300,54467,NY,Loan Masters
265513004,2305,5000,5950,0.7748,12.5,414,4579.66,4579.66667,O,S1,528,5,22,10,1,8,S-Corp,1,13,72,Personal Services,28561,82300,37597,OH,Loan Masters
339216728,2389,9000,11160,0.4281,12.5,1398.6,5800.96,6748,O,S2,471,5,16,10,1,8,S-Corp,5,4,75,Auto Repair Services and Parking,36255,190600,56879,MA,Loan Masters
89814014,1057,8200,10168,0.2079,12.5,1213.6,5439.72,5439.63636,O,S2,538,6,12,7,4,1,LLC,0,0,53,General Merchandise Stores,11620,70700,30405,AL,Credit Divas
211512468,1946,3600,4230,0.9201,12.5,291.6,4502.7,2456.72727,O,S1,524,3,33,17,6,6,LLC,1,9,7,Agricultural Services,23667,141000,59693,OH,Loan Masters
185318819,19302,37400,45450,0.8494,12.5,5494.44,31846,54092,R,S3,567,4,17,8,8,7,LLC,0,0,72,Personal Services,21280,125400,42313,FL,Loan Masters
348213631,9493,19400,23086,0.8224,12.5,535.44,27129.14,31335.0624,R,S2,660,1,14,5,1,1,LLC,2,1,58,Eating and Drinking Places,37516,188400,59496,TN,Loan Masters
185218026,13287,80000,93200,0.2851,12.5,7980,98629.74,121982.333,O,S4,446,4,12,3,4,1,LLC,0,0,57,Home Furniture and Furnishings Stores,21280,125400,42313,FL,Credit Divas
293516860,3745,8400,10290,0.7279,12.5,974.4,5701.68,6423.6,O,S2,536,2,8,1,6,1,S-Corp,3,0,41,Local/Suburban Transit and Highway Passenger,31259,112900,49910,DE,Loan Masters
145616772,14361,32000,36800,0.7805,12.5,2496,25180.74,25183.3747,O,S3,597,2,37,10,2,7,S-Corp,11,0,59,Miscellaneous Retail Stores,17546,198200,54017,SC,Credit Divas
57810109,12276,25200,29610,0.8292,12.5,2891.7,21254.8,21254.8,O,S3,525,3,42,21,8,8,LLC,3,1,58,Eating and Drinking Places,7252,166700,64699,NY,Loan Masters
282811328,10418,20400,25296,0.8237,12.5,3019.2,13389.3,13389.3,O,S3,573,12,10,4,1,3,LLC,1,0,54,Food Stores,30302,86200,48591,IL,Credit Divas
128915379,26634,34000,41650,1.2789,12.5,3451,21842.96,19339,O,S3,746,31,30,19,0,0,LLC,0,0,56,Apparel and Accessory Stores,16095,92300,33504,ME,Loan Masters
423919568,33220,71000,83425,0.7964,7.5,1917,106626.62,106627.2,R,S4,548,38,13,10,1,9,LLC,0,7,58,Eating and Drinking Places,53248,96300,28694,FL,Loan Masters
206010361,11286,27400,32195,0.7011,7,1479.6,74906.38,28678,R,S3,543,3,22,10,3,2,LLC,0,0,58,Eating and Drinking Places,23107,81100,33946,FL,Loan Masters
161416335,30491,74400,87420,0.6976,12.5,4017.6,47965.16,77156,R,S4,669,4,22,13,0,0,LLC,1,0,57,Home Furniture and Furnishings Stores,18947,159700,45032,FL,Loan Masters
213517165,29719,54800,64390,0.9231,12.5,2959.2,42406.68,49073,R,S4,550,9,30,22,3,7,LLC,1,1,7,Agricultural Services,23833,71900,30817,OH,Loan Masters
73718847,2465,3600,4464,1.1044,12.5,532.8,2420,2420,O,S1,673,4,11,6,2,2,S-Corp,6,0,50,Wholesale Trade-Durable Goods,9475,81700,30227,AL,Credit Divas
210513437,13599,30600,35955,0.7564,12.5,826.2,36142,43762,R,S3,618,7,30,16,0,1,LLC,0,0,17,Construction-Special Trade Contractors,23624,80600,40229,IN,Loan Masters
398218326,4279,18800,23312,0.3671,12.5,2782.4,15777.5,15777.5,O,S2,469,8,23,10,9,5,LLC,0,0,75,Auto Repair Services and Parking,45647,52700,26655,PA,Credit Divas
447416840,4667,10000,11750,0.7944,12.5,945,11080,11080,O,S2,628,3,14,7,0,1,LLC,1,3,75,Auto Repair Services and Parking,65868,93000,42944,MI,Loan Masters
89513706,3911,8000,9400,0.8321,12.5,160,7742,4708.66667,R,S1,621,5,5,2,2,0,S-Corp,0,0,41,Local/Suburban Transit and Highway Passenger,11566,153400,60920,VA,Loan Masters
65213362,3557,7400,8806,0.8079,17.5,816.96,7446,7446,R,S1,542,18,33,20,3,16,LLC,6,0,87,Engineering and Accounting and Management Services,8148,83500,34618,MI,Credit Divas
120515188,177268,3.00E+05,355500,0.9973,12.5,26715,255920.94,206221.702,R,S4,675,36,34,17,0,0,LLC,0,0,56,Apparel and Accessory Stores,15161,122300,33850,FL,Loan Masters
256517403,3223,13742,17040,0.3783,10,2643.94,11110.2,15690.4,O,S2,476,3,14,10,3,7,S-Corp,4,0,54,Food Stores,27751,87900,36057,DE,Credit Divas
108910805,4751,15700,18448,0.5151,12.5,1483.72,12311.52,12311.5,O,S2,474,2,24,13,4,4,LLC,2,0,58,Eating and Drinking Places,13858,122700,48729,OH,Loan Masters
345216806,6683,15800,19592,0.6822,12.5,2338.4,10194.62,10983,O,S2,536,3,31,21,2,4,LLC,0,1,54,Food Stores,37092,133400,52331,AL,Loan Masters
181915511,27770,50000,59500,0.9334,12.5,6900,55577.04,57788,O,S4,595,10,29,21,1,3,LLC,1,0,73,Business Services,20975,205300,88530,FL,Credit Divas
352816880,1383,4000,4900,0.5645,12.5,812,4148.84,6536,O,S1,540,4,15,8,3,5,S-Corp,0,0,57,Home Furniture and Furnishings Stores,38302,74600,30698,SC,Loan Masters
272214289,68290,110000,129250,1.0567,10,6682.5,120824,187993,R,S4,500,13,45,31,4,2,LLC,8,0,57,Home Furniture and Furnishings Stores,29178,85400,35012,FL,Loan Masters
43218619,40553,62600,73555,1.1027,12.5,4648.06,68726,76198.5,R,S4,590,2,15,5,7,3,LLC,0,0,58,Eating and Drinking Places,5207,356800,90286,NJ,Loan Masters
397719239,6823,14000,17360,0.7861,12.5,2227.4,8899.52,8899.53846,O,S2,655,2,63,56,2,5,LLC,4,2,56,Apparel and Accessory Stores,45482,105800,46699,FL,Loan Masters
183016123,5418,8000,9400,1.1528,12.5,756,6130.06,6129.75,O,S1,758,14,9,6,0,0,LLC,0,0,72,Personal Services,21047,89100,37682,IN,Loan Masters
301413427,30556,55000,63250,0.9662,12.5,3300,48363.32,48363.5,O,S4,617,11,18,5,0,1,LLC,1,0,59,Miscellaneous Retail Stores,31985,96600,38890,MI,Loan Masters
331212092,14827,35600,41830,0.7089,15,961.2,28114,28114,R,S3,645,9,30,10,0,9,LLC,0,0,79,Amusement and Recreational Services,35407,626100,55726,MA,Loan Masters
81416157,11464,17000,20400,1.1239,12.5,1020,15271.34,15271.3333,O,S2,714,10,12,4,0,1,LLC,3,0,75,Auto Repair Services and Parking,10506,65200,28145,MS,Loan Masters
184415399,12360,15400,18865,1.3104,12.5,2456.3,13874,13874,R,S2,501,20,25,15,5,11,S-Corp,1,0,56,Apparel and Accessory Stores,21186,117900,46200,MD,Loan Masters
15916194,2016,11200,14280,0.2824,12.5,2343.6,7454.42,7454.66667,O,S2,545,3,18,7,7,9,S-Corp,0,1,53,General Merchandise Stores,1084,144100,46083,NY,Credit Divas
222113091,7689,23200,28768,0.5346,12.5,3605.28,15054.86,21790.4444,O,S3,491,4,36,22,8,2,LLC,4,5,59,Miscellaneous Retail Stores,24555,92400,39442,AR,Loan Masters
84614824,10924,14800,18352,1.1905,12.5,1752.32,13959.9,3996,R,S2,702,11,32,16,3,3,LLC,0,0,58,Eating and Drinking Places,11007,151200,59820,IL,Credit Divas
71919729,14864,36000,42300,0.7028,12.5,2916,28662.84,28662.6667,O,S3,533,1,11,6,3,2,LLC,0,0,58,Eating and Drinking Places,9342,109700,14095,RI,Loan Masters
98217564,283130,4.00E+05,466000,1.2152,8.5,42560,434564.82,458639.8,O,S4,688,3,27,14,0,5,LLC,0,0,79,Amusement and Recreational Services,12729,401400,55639,FL,Loan Masters
146913778,8411,18000,21510,0.7821,12.5,2752.2,14175.54,20224.6667,O,S2,479,2,26,10,6,9,S-Corp,0,0,52,Building Materials and Hardware,17709,155400,57233,TN,Loan Masters
213610957,19091,68800,86344,0.4422,12.5,12466.56,44310.16,55993.5,O,S4,496,18,13,4,4,2,LLC,1,0,58,Eating and Drinking Places,23853,97400,36208,NC,Loan Masters
91914942,84538,130000,152750,1.1069,9,10530,162948.76,162948.889,O,S4,630,38,24,16,0,2,LLC,0,0,58,Eating and Drinking Places,11794,325400,66947,FL,Loan Masters
394418875,160082,361200,424410,0.7544,12.5,29257.2,285946,344712,R,S4,648,2,18,4,3,4,LLC,4,0,59,Miscellaneous Retail Stores,45055,100800,38190,FL,Loan Masters
109710136,7800,23200,27608,0.5651,12.5,2506.86,18313.18,18313.3333,O,S3,511,1,20,8,10,3,LLC,0,0,54,Food Stores,13934,85300,34422,FL,Loan Masters
243815917,63381,86000,106640,1.1887,12.5,12728,56591.38,56591,O,S4,611,17,30,7,0,5,LLC,1,0,73,Business Services,26482,419600,97918,NY,Credit Divas
98418783,9416,22000,26180,0.7193,10,2375.98,18698,18698,O,S3,614,1,37,12,0,0,S-Corp,5,1,72,Personal Services,12781,76500,19437,TN,Loan Masters
390611235,20139,34000,42160,0.9554,12.5,3945.08,22425.84,26956,O,S3,501,2,23,11,5,5,LLC,1,0,58,Eating and Drinking Places,44468,171100,69395,IL,Loan Masters
243411278,3506,6000,7140,0.9821,12.5,496.8,10574.16,10574,R,S1,637,18,25,13,0,1,LLC,0,0,57,Home Furniture and Furnishings Stores,26474,100400,43222,TN,Credit Divas
208410697,19411,57600,66240,0.5861,12.5,4867.2,45140.76,49803.5,O,S4,563,4,26,11,7,3,LLC,0,1,59,Miscellaneous Retail Stores,23367,65500,24350,LA,Loan Masters
322113503,2047,4600,5405,0.7574,12.5,310.5,8554.12,8698,R,S1,461,13,22,11,9,6,S-Corp,1,4,59,Miscellaneous Retail Stores,34235,94300,34600,FL,Loan Masters
230318960,8396,19400,23474,0.7153,12.5,1164,16363.02,11071.0115,O,S2,518,57,29,13,8,16,LLC,0,0,54,Food Stores,25117,124800,52127,MN,Loan Masters
416719909,31856,56200,66035,0.9648,12.5,5310.9,67729.94,67729.6667,O,S4,694,4,37,19,0,2,LLC,0,0,59,Miscellaneous Retail Stores,50783,109300,40199,FL,Loan Masters
316516492,34431,1.00E+05,115000,0.5988,12.5,7800,79096.46,105966.25,O,S4,575,5,9,2,2,0,LLC,2,1,59,Miscellaneous Retail Stores,33523,159600,59371,NY,Credit Divas
290913366,17823,36000,44640,0.7985,12.5,5328,23758.92,26646.3333,O,S3,608,18,15,5,0,4,S-Corp,2,0,59,Miscellaneous Retail Stores,30999,102800,42484,NC,Credit Divas
412517436,38579,82200,97818,0.7888,12.5,8882.04,64900.7,64900,O,S4,589,1,11,2,0,2,LLC,0,0,58,Eating and Drinking Places,49351,81400,27664,KY,Loan Masters
147110906,8293,14400,16920,0.9803,12.5,1846.8,11043.4,11043.2057,O,S2,647,33,29,10,0,1,LLC,2,0,52,Building Materials and Hardware,17745,90700,27905,MO,Loan Masters
361415789,4785,17400,20445,0.4681,12.5,1879.2,15531.08,15531.3333,O,S2,548,1,18,7,9,4,LLC,0,0,59,Miscellaneous Retail Stores,39506,175000,57014,SC,Loan Masters
242414569,5731,14000,16660,0.6880,10,1545.6,28998,34082,R,S2,570,5,40,25,1,2,LLC,0,0,72,Personal Services,26401,65200,33962,PA,Credit Divas
92115716,95168,192000,228480,0.8331,12.5,26496,151379.2,151379.2,O,S4,695,2,47,30,0,0,LLC,1,0,72,Personal Services,11794,325400,66947,FL,Credit Divas
273219767,7804,12200,14396,1.0842,12.5,732,10928.5,14392.2864,R,S2,530,5,25,12,2,5,LLC,0,0,58,Eating and Drinking Places,29259,190800,60117,VA,Loan Masters
449211081,10605,21400,24931,0.8507,10,2134.66,22192.62,22192.5,O,S2,599,7,14,9,1,7,S-Corp,1,1,75,Auto Repair Services and Parking,67012,62400,31367,MI,Credit Divas
253311380,11385,17200,21930,1.0383,12.5,3065.9,19008,19480,R,S2,513,30,26,17,2,7,S-Corp,1,0,58,Eating and Drinking Places,27370,86900,44798,IL,Credit Divas
70018765,13243,21600,26784,0.9889,12.5,4155.84,19499.78,19499.78,R,S3,470,36,19,4,10,4,S-Corp,1,0,75,Auto Repair Services and Parking,9107,111000,36430,PA,Credit Divas
262911978,10878,23000,28520,0.7628,12.5,4425.2,16540,19986.6667,R,S3,460,37,31,16,3,7,S-Corp,0,0,52,Building Materials and Hardware,28313,94800,35291,PA,Credit Divas
243316709,11346,20000,23800,0.9534,5,2208,78926.16,46369,R,S2,583,12,18,4,1,6,LLC,0,0,58,Eating and Drinking Places,26474,100400,43222,TN,Credit Divas
249510383,14816,42600,50694,0.5845,12.5,5878.8,39246.66,43806.5714,O,S4,595,3,6,4,1,0,LLC,7,0,58,Eating and Drinking Places,27111,106900,47666,PA,Credit Divas
445513051,6113,14400,17856,0.6847,12.5,2131.2,9494,9494,O,S2,602,4,10,2,2,1,S-Corp,0,0,81,Legal Services,63774,209200,30192,NY,Credit Divas
116012215,24836,60800,75392,0.6588,12.5,7054.74,39977.48,47984,O,S4,483,5,23,7,4,13,LLC,0,0,75,Auto Repair Services and Parking,14562,94100,57538,NY,Loan Masters
441316016,13503,26000,32240,0.8377,12.5,3848,17176.86,17176.8559,O,S3,643,5,39,27,0,6,LLC,1,0,59,Miscellaneous Retail Stores,61288,123000,47332,FL,Credit Divas
53212931,13880,21800,26800,1.0358,12.5,3477.32,23028,18559.6667,R,S3,498,38,26,20,1,9,S-Corp,1,0,59,Miscellaneous Retail Stores,6644,172500,60687,NY,Loan Masters
344418216,2114,3800,4522,0.9350,12.5,524.4,3072.26,3072.66667,O,S1,531,4,21,5,3,3,LLC,0,0,54,Food Stores,36979,162400,43850,NJ,Credit Divas
175712337,8611,15400,18634,0.9242,12.5,2733.5,12088.64,13441.1429,O,S2,610,3,16,11,0,10,LLC,0,0,79,Amusement and Recreational Services,20441,96000,37764,FL,Loan Masters
403014775,98517,210000,246750,0.7985,12.5,5670,189157.36,364701,R,S4,595,2,43,28,1,4,LLC,0,0,75,Auto Repair Services and Parking,46535,120600,31159,MI,Loan Masters
303913756,9182,15000,19125,0.9602,12.5,3138.74,9855.74,9856,O,S2,583,5,23,16,2,15,S-Corp,1,0,41,Local/Suburban Transit and Highway Passenger,32198,170000,57489,CT,Credit Divas
321418477,8943,18000,21690,0.8246,12.5,3109.04,14111.32,14111.1667,O,S2,538,15,55,29,2,15,S-Corp,0,0,72,Personal Services,34170,92900,29150,PA,Loan Masters
437117042,7255,12000,14700,0.9871,12.5,1827,10778.34,12367,R,S2,584,7,7,2,1,3,LLC,1,2,58,Eating and Drinking Places,58895,98600,42934,FL,Loan Masters
223619257,14470,20600,24514,1.1805,12.5,2274.24,17400,15655.5745,R,S2,499,17,61,36,7,8,LLC,0,0,79,Amusement and Recreational Services,24747,88500,39052,MI,Credit Divas
327113650,2091,5000,5950,0.7029,12.5,517.5,6565.82,14303,R,S1,596,1,45,27,4,2,LLC,1,0,58,Eating and Drinking Places,34837,96200,39734,FL,Loan Masters
185019171,12681,45000,57375,0.4420,12.5,9416.24,29849.06,34299,O,S4,489,1,62,34,14,0,S-Corp,0,0,58,Eating and Drinking Places,21270,127600,53008,GA,Credit Divas
61113446,25682,37000,44030,1.1666,10,5106,36402.7,36403.2394,O,S3,659,3,33,12,1,2,LLC,5,1,99,Other,7646,348400,72568,NY,Credit Divas
199214287,2510,5200,6448,0.7785,12.5,827.32,3444.4,3444.4,O,S1,548,8,17,9,2,4,S-Corp,9,0,72,Personal Services,22563,149500,43684,FL,Loan Masters
56416554,44981,88600,101890,0.8829,11,6910.8,69804.88,119533,O,S4,641,22,6,2,2,1,LLC,0,2,56,Apparel and Accessory Stores,7068,298900,57136,NY,Credit Divas
101915443,60114,144400,166060,0.7240,12.5,11263.2,113966.28,113966.286,O,S4,640,8,28,20,0,7,LLC,0,4,17,Construction-Special Trade Contractors,13155,63000,25428,OH,Credit Divas
33411870,47566,63400,74812,1.2716,12.5,9053.52,48862.1,52248,O,S4,665,3,17,10,1,2,LLC,1,0,58,Eating and Drinking Places,3840,302500,106977,VA,Loan Masters
118717415,4301,11000,13640,0.6306,12.5,1709.4,7135.34,7849,O,S2,440,2,15,4,4,5,LLC,1,0,58,Eating and Drinking Places,14911,83400,40756,PA,Loan Masters
374618299,10586,22400,27776,0.7622,12.5,3315.2,14251.9,16578.6044,O,S3,552,9,18,7,11,16,S-Corp,3,1,55,Automotive Dealers and Service Stations,41765,102000,47341,TN,Loan Masters
222011874,54859,98600,117334,0.9351,17.5,10885.44,75130,62919.2,R,S4,603,4,32,17,3,10,S-Corp,2,0,58,Eating and Drinking Places,24555,92400,39442,AR,Credit Divas
164617739,2065,6000,7440,0.5551,12.5,1332,4749.5,4390.88889,O,S1,494,2,5,1,2,1,LLC,0,0,17,Construction-Special Trade Contractors,19252,90000,40331,GA,Credit Divas
222914187,33258,56600,67354,0.9876,12.5,6248.64,48134,48134.537,R,S4,635,3,19,10,2,6,LLC,5,2,57,Home Furniture and Furnishings Stores,24645,171000,72188,MD,Credit Divas
218518322,7894,14500,17255,0.9150,12.5,1566.78,11410.62,11410.6667,O,S2,625,1,22,12,4,1,LLC,0,0,50,Wholesale Trade-Durable Goods,24369,114600,41485,FL,Loan Masters
225213555,5723,10600,12455,0.9190,12.5,715.5,13365.26,7398,R,S2,429,13,14,2,9,2,S-Corp,0,1,58,Eating and Drinking Places,24878,108700,43308,NY,Loan Masters
128818713,9578,16200,20088,0.9536,12.5,2397.6,11377.02,23066,O,S2,550,8,34,17,0,4,LLC,3,0,27,Printing Publishing and Allied Industries,16094,223700,80634,KY,Credit Divas
364011789,7783,16000,19200,0.8107,12.5,672,12380.76,7782.57483,R,S2,501,11,20,12,7,6,S-Corp,4,0,52,Building Materials and Hardware,39862,224800,53984,MA,Loan Masters
331513157,15016,30000,35250,0.8520,10,1050,79610.9,48360,R,S3,488,11,25,12,3,4,LLC,0,1,58,Eating and Drinking Places,35414,155100,73612,MD,Loan Masters
263618680,2306,9000,11160,0.4133,12.5,1332,5983.62,5983.33333,O,S2,458,4,19,6,8,6,LLC,1,0,59,Miscellaneous Retail Stores,28392,164200,41144,MA,Credit Divas
426717526,25154,40600,47502,1.0591,12.5,3264.24,32012.88,32010.9759,R,S3,510,33,24,11,3,5,LLC,4,0,56,Apparel and Accessory Stores,54499,156900,47529,IL,Credit Divas
299518529,7700,14400,17650,0.8725,12.5,2365.88,11400,13613.3333,R,S2,696,11,58,24,0,0,LLC,1,0,58,Eating and Drinking Places,31839,73000,39337,OH,Loan Masters
359412041,96473,155000,182125,1.0594,12.5,4650,233772,443986,R,S4,680,21,23,9,0,6,LLC,0,0,80,Health Services,39115,121000,56408,IL,Loan Masters
387311007,15293,30000,35700,0.8568,12.5,2484,27137.2,27137.6,R,S3,632,16,16,8,0,3,LLC,0,0,75,Auto Repair Services and Parking,43954,80800,38018,NY,Loan Masters
285619502,13684,28000,32900,0.8319,12.5,2268,38360.12,35942.2857,O,S3,649,4,24,14,1,5,LLC,1,1,56,Apparel and Accessory Stores,30543,77900,31775,FL,Loan Masters
24913945,16523,43600,54064,0.6112,12.5,6452.8,28706.3,28706.3,O,S4,466,4,12,3,1,11,LLC,1,0,56,Apparel and Accessory Stores,2514,350500,68750,NY,Credit Divas
441012913,3802,6800,8092,0.9397,12.5,187.68,10296,10296,R,S1,641,26,21,13,0,6,S-Corp,7,2,55,Automotive Dealers and Service Stations,61288,123000,47332,FL,Loan Masters
273910495,4971,9000,10845,0.9167,12.5,1522.8,7384.88,7384.72727,O,S2,519,2,34,23,3,3,LLC,1,0,58,Eating and Drinking Places,29314,148900,61571,FL,Loan Masters
293218042,5334,14400,17856,0.5974,12.5,2131.2,9467.42,9467.33333,O,S2,654,7,24,18,0,6,LLC,0,0,54,Food Stores,31225,106800,25889,OH,Credit Divas
76415866,14553,20400,26010,1.1190,12.5,3636.3,13474,13918,R,S3,510,1,38,27,7,7,LLC,1,0,7,Agricultural Services,9795,202900,64000,MA,Credit Divas
120014272,19513,28000,34300,1.1378,12.5,4466,38394.6,67000,R,S3,628,11,23,12,0,0,S-Corp,1,1,72,Personal Services,15125,134600,55367,IL,Loan Masters
370510462,5618,12500,14687.5,0.7650,12.5,1350,11165,11165,O,S2,557,6,37,19,0,8,LLC,5,0,72,Personal Services,40914,150700,52935,FL,Loan Masters
160513992,15491,35600,44144,0.7018,12.5,5268.8,23393.14,23394.6273,O,S3,732,5,9,3,0,0,LLC,4,0,99,Other,18900,94200,27255,LA,Credit Divas
393013626,11410,22900,28396,0.8036,12.5,3558.66,15740.14,15739.3333,O,S3,512,6,19,8,3,6,S-Corp,1,0,79,Amusement and Recreational Services,44927,106800,51114,FL,Loan Masters
416012622,21298,49800,59262,0.7188,12.5,6872.4,39244.32,39244,O,S4,547,1,38,24,4,10,LLC,0,0,79,Amusement and Recreational Services,50605,190300,63925,MD,Credit Divas
304212346,8824,15200,17860,0.9881,12.5,820.8,18670.58,19340,R,S2,525,17,28,17,2,3,S-Corp,2,0,58,Eating and Drinking Places,32253,94100,33121,NY,Loan Masters
24814871,10007,21200,25228,0.7933,12.5,585.12,41858.32,29288,R,S3,602,24,23,9,1,1,LLC,1,0,59,Miscellaneous Retail Stores,2505,145200,44301,PA,Loan Masters
98111214,3365,11800,14632,0.4600,15,1397.12,8694,9994.66667,R,S2,592,4,15,8,4,8,LLC,0,1,56,Apparel and Accessory Stores,12728,92900,37333,IN,Credit Divas
435219272,7575,13000,15275,0.9918,12.5,1535.62,13496.64,13497,O,S2,615,3,11,2,7,2,S-Corp,1,0,57,Home Furniture and Furnishings Stores,58406,116400,53312,GA,Loan Masters
98619426,1601,4400,5236,0.6115,12.5,475.44,3492.96,4003.77778,O,S1,514,1,15,4,1,0,LLC,0,0,73,Business Services,12794,98100,46486,NY,Loan Masters
401218357,7578,13800,16215,0.9347,12.5,838.36,21729.22,21730.8694,R,S2,661,10,29,17,0,0,LLC,3,1,59,Miscellaneous Retail Stores,46231,225800,88504,GA,Loan Masters
174711159,13332,25600,31744,0.8400,17.5,3031.04,13953.76,6912,R,S3,526,49,23,8,5,9,LLC,0,4,50,Wholesale Trade-Durable Goods,20379,87000,32229,SC,Credit Divas
390514073,33877,66600,78255,0.8658,12.5,6293.7,46926.74,46927,O,S4,430,36,36,9,10,16,LLC,2,9,57,Home Furniture and Furnishings Stores,44439,119200,49816,VA,Loan Masters
200214704,5767,13100,16244,0.7100,12.5,1938.8,9093.66,9094,O,S2,550,3,28,15,1,3,S-Corp,3,0,72,Personal Services,22598,149800,52557,MI,Credit Divas
442910256,32339,61000,71675,0.9024,12.5,5764.5,54920.32,69313.4537,O,S4,501,9,38,24,1,6,LLC,6,1,58,Eating and Drinking Places,62132,136600,67190,VA,Loan Masters
124611334,7994,13000,16000,0.9993,12.5,2104.24,11494.26,9815.66667,R,S2,631,18,26,18,0,8,S-Corp,1,0,58,Eating and Drinking Places,15683,203000,53761,FL,Loan Masters
357213299,5144,13200,15708,0.6550,17.5,1457.28,7702,10602,R,S2,462,12,17,11,4,5,LLC,1,2,72,Personal Services,38795,127700,63519,VA,Credit Divas
415516768,11789,33200,39508,0.5968,12.5,4548.4,26006.4,26006.5,O,S3,604,5,52,25,0,3,LLC,2,0,55,Automotive Dealers and Service Stations,50500,76700,22072,FL,Loan Masters
232214742,51158,103000,122570,0.8348,10,11129.56,111011.9,111012,O,S4,597,19,18,8,0,3,LLC,1,13,58,Eating and Drinking Places,25269,331700,77568,MD,Loan Masters
406113057,10102,23000,28520,0.7084,12.5,3404,15154.66,15154.5714,O,S3,558,32,14,7,5,2,S-Corp,3,8,59,Miscellaneous Retail Stores,47422,80200,29816,AR,Credit Divas
377818264,8434,11800,14800,1.1397,12.5,2478.64,9130,10077,R,S2,611,2,22,9,2,7,LLC,0,0,72,Personal Services,42463,156100,65198,NJ,Loan Masters
64016903,18359,40000,47600,0.7714,12.5,2158.32,42146.16,3112,R,S3,515,15,49,30,1,10,LLC,0,0,50,Wholesale Trade-Durable Goods,7991,66700,34891,MN,Loan Masters
