CaseNumber,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,PRSM,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Loan.Type,Loan.Size.Class,FICO,Years.In.Business,Num.of.Credit.Lines,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,State,ISO.Name
418112733,215928,360000,446400,0.9674,12.5,31968,245591,245573.502,O,S4,524,28,19,10,1,5,LLC,1,0,99,Other,51217,1000001,66342,NY,Loan Masters
278812228,6019,16000,19840,0.6068,12.5,3552,13880,9867.2,O,S2,457,1,12,4,1,0,LLC,2,1,57,Home Furniture and Furnishings Stores,29933,118000,43970,MN,Credit Divas
293118843,11794,30000,34950,0.6749,17.5,1596,26621.9,78146,R,S3,553,2,22,12,4,4,LLC,1,0,50,Wholesale Trade-Durable Goods,31170,161400,55358,MA,Loan Masters
128515924,12672,25200,30240,0.8381,12.5,4057.2,20624,22398,R,S3,655,15,28,16,0,2,S-Corp,2,3,75,Auto Repair Services and Parking,16070,97000,49078,IL,Loan Masters
242610577,95220,138000,171120,1.1129,12.5,16339.2,90760.94,90760.6667,R,S4,677,8,32,16,0,0,LLC,0,3,58,Eating and Drinking Places,26408,875000,62467,NY,Credit Divas
88518804,5598,12000,14880,0.7524,12.5,1420.8,13292.8,3805.04365,R,S2,483,5,36,20,13,7,S-Corp,1,0,59,Miscellaneous Retail Stores,11477,138000,51525,PA,Credit Divas
438211354,5310,9000,11160,0.9516,12.5,1065.6,6023.48,5419.6,R,S2,433,3,60,34,14,8,S-Corp,1,0,53,General Merchandise Stores,59912,83000,35785,GA,Credit Divas
121616223,38703,59000,69620,1.1118,7.5,5616.8,89525.92,131040.545,O,S4,700,9,40,23,0,0,LLC,0,0,58,Eating and Drinking Places,15213,290700,59615,FL,Loan Masters
198512153,3593,10000,11750,0.6116,17.5,675,7908.16,9529,R,S2,541,2,24,9,15,5,LLC,0,0,58,Eating and Drinking Places,22542,75400,25261,FL,Loan Masters
220617656,2846,8000,9400,0.6055,12.5,756,7214.36,7214,O,S1,471,4,37,21,3,8,LLC,2,0,73,Business Services,24451,140600,65353,VA,Loan Masters
127117828,11859,23200,28770,0.8244,12.5,3605.7,15361.98,20217.5,O,S3,655,1,15,2,8,3,S-Corp,3,0,70,Hotels Rooming and Other Lodging Places,15940,81200,35701,KY,Loan Masters
44612381,10059,23600,29264,0.6875,12.5,698.56,22178.14,28520.6667,R,S3,589,3,20,10,2,4,LLC,1,2,75,Auto Repair Services and Parking,5427,94000,46250,NJ,Loan Masters
209019343,25377,58200,68967,0.7359,12.5,7574.74,52409.44,55800.1818,O,S4,520,3,33,13,13,8,LLC,0,0,58,Eating and Drinking Places,23473,112900,42646,ME,Loan Masters
361116993,13922,59000,73160,0.3806,10,8732,48539.66,69469.1268,O,S4,527,3,33,8,3,4,LLC,0,0,58,Eating and Drinking Places,39427,99800,35016,FL,Credit Divas
358915539,12902,38500,45237.5,0.5704,10,4158.08,43418,43418,O,S3,476,3,30,20,1,12,LLC,0,0,72,Personal Services,38940,102800,36790,MN,Loan Masters
350915161,5651,12000,14280,0.7915,12.5,1324.8,17510.2,17580,R,S2,618,29,12,5,1,3,LLC,0,4,58,Eating and Drinking Places,38066,92300,47825,GA,Credit Divas
209310926,43112,95200,111860,0.7708,12.5,5712,91920.56,91920.4,O,S4,705,6,45,20,0,2,LLC,0,0,58,Eating and Drinking Places,23473,112900,42646,ME,Loan Masters
205515372,51844,92000,108100,0.9592,12.5,11799,82878.12,82878.12,O,S4,672,5,22,5,0,1,LLC,2,5,72,Personal Services,23068,197900,59851,NJ,Loan Masters
137116687,21626,40000,48700,0.8881,12.5,2797,23346.64,26527.0603,O,S3,608,1,24,13,1,5,LLC,1,1,99,Other,16887,290300,102926,NJ,Loan Masters
25514818,3236,5600,6664,0.9712,12.5,154.56,9138,7668.66667,R,S1,600,6,18,14,1,3,LLC,2,2,75,Auto Repair Services and Parking,2671,99700,44926,NJ,Loan Masters
40513732,7113,10000,11750,1.2107,12.5,540,37619.26,37619.3333,O,S2,683,26,51,43,0,0,LLC,0,0,56,Apparel and Accessory Stores,4900,217000,33006,NC,Loan Masters
156912740,37219,73600,86848,0.8571,12.5,5152,66846.92,26191.0851,O,S4,624,3,33,19,3,6,LLC,2,0,72,Personal Services,18547,183800,32124,TN,Loan Masters
,,,,,,,,,,,,,,,,,,,,,,,,,,
